cod_usuario,data_cadastro,faixa_etaria,cidade,estado
51810,29/05/2018,Entre 62 a 70 anos,Cordeiro,Rio de Janeiro
51832,29/09/2020,Entre 50 a 61 anos,Irituia,Pará
51919,24/12/2019,Entre 28 a 36 anos,Dois Lajeados,Rio Grande do Sul
51941,02/09/2019,Entre 62 a 70 anos,Honório Serpa,Paraná
51947,13/11/2018,Entre 62 a 70 anos,Aparecida,São Paulo
52073,02/06/2021,Entre 37 a 49 anos,Ibirapuã,Bahia
52096,25/02/2021,Entre 16 a 21 anos,Flórida,Paraná
52105,12/07/2018,Entre 50 a 61 anos,Boa Vista,Paraíba
52154,29/04/2019,Entre 16 a 21 anos,Capela de Santana,Rio Grande do Sul
52218,29/11/2020,Entre 10 a 15 anos,Jaguari,Rio Grande do Sul
52231,14/12/2019,Entre 10 a 15 anos,Ibarama,Rio Grande do Sul
52254,08/03/2019,Entre 28 a 36 anos,São Francisco de Sales,Minas Gerais
52342,11/08/2020,Entre 28 a 36 anos,Piratini,Rio Grande do Sul
52393,10/04/2020,Entre 62 a 70 anos,Mallet,Paraná
52452,01/11/2019,Entre 16 a 21 anos,Mata Grande,Alagoas
52453,11/12/2020,Entre 62 a 70 anos,Pindoba,Alagoas
52459,21/03/2019,Entre 16 a 21 anos,Bom Sucesso,Minas Gerais
52481,17/05/2021,Entre 28 a 36 anos,Tacima,Paraíba
52495,11/07/2020,Mais de 70 anos,Jaboti,Paraná
52523,29/12/2020,Entre 62 a 70 anos,Lagoa de Dentro,Paraíba
52574,07/06/2020,Mais de 70 anos,Amargosa,Bahia
52576,31/03/2018,Entre 16 a 21 anos,Ipiranga,Paraná
52615,31/05/2018,Entre 22 a 27 anos,Juarina,Tocantins
52633,20/11/2019,Entre 10 a 15 anos,Faina,Goiás
52634,19/07/2018,Entre 50 a 61 anos,Joaquim Távora,Paraná
52659,14/05/2019,Entre 37 a 49 anos,Wenceslau Braz,Paraná
52662,04/07/2020,Entre 22 a 27 anos,Arandu,São Paulo
52714,24/04/2021,Entre 28 a 36 anos,Itaporanga,São Paulo
52716,15/11/2018,Entre 37 a 49 anos,Ituaçu,Bahia
52763,13/07/2019,Entre 62 a 70 anos,Nantes,São Paulo
52768,27/02/2021,Entre 10 a 15 anos,São Sebastião da Vargem Alegre,Minas Gerais
52813,30/12/2020,Entre 50 a 61 anos,Floresta Azul,Bahia
52823,23/06/2020,Mais de 70 anos,Nova Resende,Minas Gerais
52833,17/07/2019,Entre 37 a 49 anos,Osasco,São Paulo
52836,04/12/2019,Entre 10 a 15 anos,Piraju,São Paulo
52873,17/07/2019,Entre 50 a 61 anos,Salto do Céu,Mato Grosso
52893,23/08/2018,Entre 28 a 36 anos,Tesouro,Mato Grosso
52984,17/07/2018,Entre 37 a 49 anos,Ibiassucê,Bahia
52993,07/11/2019,Entre 50 a 61 anos,Vertente do Lério,Pernambuco
53101,17/03/2021,Entre 22 a 27 anos,Solidão,Pernambuco
53122,20/05/2021,Mais de 70 anos,Mato Rico,Paraná
53178,10/10/2019,Entre 16 a 21 anos,Borá,São Paulo
53204,06/12/2019,Mais de 70 anos,Lambari,Minas Gerais
53263,27/01/2020,Mais de 70 anos,Itaueira,Piauí
53310,28/07/2020,Entre 22 a 27 anos,Ingaí,Minas Gerais
53324,06/01/2021,Entre 16 a 21 anos,Anitápolis,Santa Catarina
53475,25/11/2020,Entre 50 a 61 anos,Nova Olímpia,Mato Grosso
53506,07/12/2019,Entre 62 a 70 anos,Macaubal,São Paulo
53529,30/04/2018,Entre 22 a 27 anos,Capelinha,Minas Gerais
53533,02/04/2018,Entre 10 a 15 anos,Palmares Paulista,São Paulo
53574,19/12/2020,Entre 22 a 27 anos,Jaguarão,Rio Grande do Sul
53620,02/05/2018,Mais de 70 anos,Japaratuba,Sergipe
53665,11/08/2019,Entre 10 a 15 anos,Serra Dourada,Bahia
53693,15/11/2018,Entre 10 a 15 anos,Valinhos,São Paulo
53768,25/04/2018,Entre 37 a 49 anos,Luisburgo,Minas Gerais
53922,06/01/2020,Mais de 70 anos,Inocência,Mato Grosso do Sul
53929,20/05/2020,Entre 28 a 36 anos,Penalva,Maranhão
54000,13/02/2018,Entre 10 a 15 anos,Ibititá,Bahia
54057,16/05/2020,Entre 16 a 21 anos,Pires do Rio,Goiás
54099,22/05/2019,Entre 22 a 27 anos,Alto Alegre,Rio Grande do Sul
54125,29/07/2019,Entre 50 a 61 anos,Campo Bom,Rio Grande do Sul
54231,16/04/2021,Entre 62 a 70 anos,Quixeré,Ceará
54243,25/08/2019,Entre 16 a 21 anos,Ouro Preto,Minas Gerais
54264,10/01/2018,Entre 16 a 21 anos,Canhoba,Sergipe
54275,08/06/2021,Mais de 70 anos,São João da Urtiga,Rio Grande do Sul
54336,30/01/2018,Entre 16 a 21 anos,Brejão,Pernambuco
54379,24/11/2018,Entre 50 a 61 anos,Cristalândia do Piauí,Piauí
54427,18/10/2019,Mais de 70 anos,Itaueira,Piauí
54429,31/08/2020,Entre 50 a 61 anos,Parauapebas,Pará
54431,11/04/2018,Entre 16 a 21 anos,Canaã dos Carajás,Pará
54498,03/12/2020,Entre 37 a 49 anos,Santo Antônio do Grama,Minas Gerais
54568,07/03/2018,Entre 28 a 36 anos,Indianópolis,Minas Gerais
54640,10/09/2020,Entre 50 a 61 anos,Matriz de Camaragibe,Alagoas
54651,19/03/2021,Entre 28 a 36 anos,Fernandes Tourinho,Minas Gerais
54664,22/12/2020,Entre 50 a 61 anos,Santa Helena de Minas,Minas Gerais
54671,06/06/2019,Entre 28 a 36 anos,Junco do Seridó,Paraíba
54684,10/07/2018,Entre 22 a 27 anos,Mato Castelhano,Rio Grande do Sul
54751,28/01/2019,Entre 10 a 15 anos,Rubim,Minas Gerais
54763,21/07/2021,Entre 37 a 49 anos,Munhoz,Minas Gerais
54835,07/03/2018,Entre 10 a 15 anos,Pedro Leopoldo,Minas Gerais
54857,08/08/2018,Entre 50 a 61 anos,Santo Antônio do Rio Abaixo,Minas Gerais
54882,16/02/2018,Entre 50 a 61 anos,Alagoinha,Pernambuco
54891,27/12/2020,Entre 10 a 15 anos,Franco da Rocha,São Paulo
54954,10/06/2020,Mais de 70 anos,Itapiranga,Santa Catarina
55031,21/07/2019,Entre 37 a 49 anos,Iacanga,São Paulo
55092,07/01/2021,Entre 62 a 70 anos,Arroio do Padre,Rio Grande do Sul
55093,01/09/2020,Entre 16 a 21 anos,Palmas de Monte Alto,Bahia
55146,09/03/2018,Entre 16 a 21 anos,Rio dos Índios,Rio Grande do Sul
55311,02/04/2018,Entre 28 a 36 anos,Itaberá,São Paulo
55347,12/01/2018,Entre 50 a 61 anos,Dores do Turvo,Minas Gerais
55355,01/09/2019,Entre 10 a 15 anos,Paranapuã,São Paulo
55406,27/06/2018,Entre 28 a 36 anos,Correntes,Pernambuco
55499,28/11/2020,Entre 10 a 15 anos,Cacique Doble,Rio Grande do Sul
55539,04/08/2019,Entre 37 a 49 anos,Codajás,Amazonas
55540,01/11/2020,Entre 10 a 15 anos,São Raimundo das Mangabeiras,Maranhão
55573,28/02/2020,Entre 22 a 27 anos,Horizonte,Ceará
55587,08/08/2020,Entre 10 a 15 anos,São Pedro do Suaçuí,Minas Gerais
55648,05/02/2021,Entre 16 a 21 anos,Tanabi,São Paulo
55690,01/01/2021,Entre 16 a 21 anos,Bodó,Rio Grande do Norte
55691,22/06/2018,Entre 37 a 49 anos,Cruzmaltina,Paraná
55746,14/02/2020,Entre 16 a 21 anos,Cutias,Amapá
55862,14/05/2020,Entre 62 a 70 anos,São Paulo das Missões,Rio Grande do Sul
56035,03/03/2019,Mais de 70 anos,Chavantes,São Paulo
56062,03/05/2020,Entre 10 a 15 anos,São Pedro do Ivaí,Paraná
56075,06/07/2021,Entre 10 a 15 anos,São Benedito do Rio Preto,Maranhão
56187,07/10/2018,Entre 22 a 27 anos,Santa Helena de Goiás,Goiás
56206,23/05/2018,Entre 16 a 21 anos,Afuá,Pará
56276,13/04/2019,Entre 37 a 49 anos,Laranjeiras do Sul,Paraná
56278,06/02/2018,Entre 37 a 49 anos,Cícero Dantas,Bahia
56292,25/02/2020,Entre 22 a 27 anos,Dom Expedito Lopes,Piauí
56439,11/09/2020,Entre 62 a 70 anos,Vicência,Pernambuco
56445,29/05/2021,Entre 22 a 27 anos,Canelinha,Santa Catarina
56480,30/03/2021,Entre 28 a 36 anos,Boa Vista do Buricá,Rio Grande do Sul
56564,13/05/2020,Mais de 70 anos,São José do Cedro,Santa Catarina
56582,16/08/2019,Entre 16 a 21 anos,Cachoeira de Minas,Minas Gerais
56665,27/01/2018,Entre 28 a 36 anos,Vale de São Domingos,Mato Grosso
56701,14/09/2020,Mais de 70 anos,Tombos,Minas Gerais
56705,13/02/2021,Entre 16 a 21 anos,Lauro Müller,Santa Catarina
56752,03/04/2019,Entre 28 a 36 anos,Corumbaíba,Goiás
56770,01/02/2018,Entre 22 a 27 anos,São Félix do Xingu,Pará
56781,27/12/2020,Entre 16 a 21 anos,Dois Riachos,Alagoas
56873,01/09/2018,Mais de 70 anos,Cristiano Otoni,Minas Gerais
56936,12/02/2020,Entre 37 a 49 anos,Anastácio,Mato Grosso do Sul
56986,06/11/2018,Entre 28 a 36 anos,Tabocas do Brejo Velho,Bahia
57011,22/05/2018,Entre 22 a 27 anos,Lagoa de Velhos,Rio Grande do Norte
57074,28/09/2018,Entre 28 a 36 anos,Planalto,Rio Grande do Sul
57077,10/04/2021,Entre 28 a 36 anos,Nova Cruz,Rio Grande do Norte
57108,18/09/2018,Entre 10 a 15 anos,Governador Luiz Rocha,Maranhão
57125,01/03/2019,Entre 28 a 36 anos,Guaribas,Piauí
57147,25/12/2019,Entre 37 a 49 anos,Palmital,Paraná
57197,30/01/2019,Entre 62 a 70 anos,Pracinha,São Paulo
57231,09/02/2018,Entre 50 a 61 anos,Conceição do Coité,Bahia
57296,30/05/2021,Mais de 70 anos,Nova Londrina,Paraná
57317,23/02/2019,Entre 50 a 61 anos,São João do Manteninha,Minas Gerais
57325,26/08/2019,Entre 28 a 36 anos,Cruz,Ceará
57336,27/03/2018,Entre 16 a 21 anos,Anhumas,São Paulo
57366,20/09/2018,Entre 50 a 61 anos,Taguaí,São Paulo
57441,30/08/2019,Entre 28 a 36 anos,Lupércio,São Paulo
57537,15/01/2020,Entre 22 a 27 anos,Arroio Trinta,Santa Catarina
57556,08/03/2020,Entre 22 a 27 anos,Senador Alexandre Costa,Maranhão
57564,02/07/2019,Entre 28 a 36 anos,Sobradinho,Rio Grande do Sul
57582,17/01/2020,Entre 16 a 21 anos,Buriti dos Lopes,Piauí
57598,11/05/2018,Entre 50 a 61 anos,Capoeiras,Pernambuco
57624,04/12/2018,Entre 28 a 36 anos,Cotriguaçu,Mato Grosso
57674,03/11/2019,Mais de 70 anos,Teresópolis,Rio de Janeiro
57877,14/12/2018,Entre 62 a 70 anos,Neves Paulista,São Paulo
57900,23/12/2020,Entre 62 a 70 anos,Limoeiro do Ajuru,Pará
57906,12/03/2018,Entre 62 a 70 anos,Esperantina,Tocantins
57960,13/08/2019,Entre 50 a 61 anos,União do Oeste,Santa Catarina
57968,12/04/2018,Entre 28 a 36 anos,Jundiaí,São Paulo
58054,08/11/2018,Entre 37 a 49 anos,Barras,Piauí
58055,27/07/2019,Mais de 70 anos,Carrasco Bonito,Tocantins
58062,20/03/2019,Entre 62 a 70 anos,Tapera,Rio Grande do Sul
58203,08/01/2021,Entre 28 a 36 anos,São Gabriel,Rio Grande do Sul
58221,15/01/2020,Entre 28 a 36 anos,Vitor Meireles,Santa Catarina
58242,25/04/2020,Entre 16 a 21 anos,Jarinu,São Paulo
58245,12/01/2019,Entre 10 a 15 anos,Castilho,São Paulo
58273,21/01/2018,Entre 10 a 15 anos,Triunfo,Pernambuco
58275,24/06/2018,Entre 50 a 61 anos,Arceburgo,Minas Gerais
58283,04/05/2018,Entre 62 a 70 anos,São Francisco de Assis do Piauí,Piauí
58369,16/11/2018,Entre 50 a 61 anos,Alto Araguaia,Mato Grosso
58475,12/07/2020,Entre 22 a 27 anos,Moita Bonita,Sergipe
58490,13/09/2020,Entre 16 a 21 anos,Santa Amélia,Paraná
58515,06/06/2019,Mais de 70 anos,Rio Brilhante,Mato Grosso do Sul
58537,28/04/2019,Entre 62 a 70 anos,Piçarra,Pará
58576,20/02/2019,Entre 10 a 15 anos,Riacho dos Machados,Minas Gerais
58593,05/04/2021,Mais de 70 anos,Sooretama,Espírito Santo
58644,29/04/2021,Entre 37 a 49 anos,Fagundes,Paraíba
58655,28/09/2020,Entre 28 a 36 anos,Oliveira de Fátima,Tocantins
58659,07/01/2019,Mais de 70 anos,Mercês,Minas Gerais
58742,31/01/2019,Entre 22 a 27 anos,Brejinho,Rio Grande do Norte
58768,23/10/2018,Mais de 70 anos,Alpinópolis,Minas Gerais
58884,03/01/2019,Entre 16 a 21 anos,São Pedro dos Ferros,Minas Gerais
58901,21/12/2019,Entre 22 a 27 anos,Timbé do Sul,Santa Catarina
58904,01/11/2019,Entre 22 a 27 anos,Canutama,Amazonas
58956,25/06/2021,Entre 16 a 21 anos,Lizarda,Tocantins
58964,05/02/2020,Mais de 70 anos,Paula Cândido,Minas Gerais
58972,17/03/2020,Mais de 70 anos,Guiricema,Minas Gerais
58984,29/01/2020,Entre 16 a 21 anos,Cumbe,Sergipe
59019,29/08/2020,Entre 37 a 49 anos,Colíder,Mato Grosso
59040,26/01/2021,Entre 50 a 61 anos,Olho d'Água do Casado,Alagoas
59070,22/09/2020,Entre 28 a 36 anos,Pompéu,Minas Gerais
59116,08/08/2018,Entre 22 a 27 anos,Mascote,Bahia
59144,17/04/2018,Entre 62 a 70 anos,Fartura,São Paulo
59227,31/01/2021,Entre 62 a 70 anos,Bonfim,Roraima
59237,27/05/2021,Entre 28 a 36 anos,Fortaleza de Minas,Minas Gerais
59290,04/08/2020,Entre 16 a 21 anos,Soledade de Minas,Minas Gerais
59303,09/08/2020,Entre 62 a 70 anos,Água Azul do Norte,Pará
59345,01/08/2018,Entre 50 a 61 anos,Joviânia,Goiás
59360,15/01/2018,Entre 22 a 27 anos,Gonzaga,Minas Gerais
59368,15/04/2020,Entre 22 a 27 anos,Santo Antônio do Paraíso,Paraná
59457,17/11/2020,Entre 22 a 27 anos,Cardeal da Silva,Bahia
59476,12/01/2019,Entre 22 a 27 anos,Mutuípe,Bahia
59514,31/03/2019,Entre 50 a 61 anos,Minador do Negrão,Alagoas
59567,04/02/2019,Entre 16 a 21 anos,Brejolândia,Bahia
59587,14/07/2021,Entre 22 a 27 anos,Juru,Paraíba
59600,18/05/2019,Entre 16 a 21 anos,Santa Inês,Maranhão
59601,16/06/2018,Entre 50 a 61 anos,Pau D'Arco do Piauí,Piauí
59618,24/12/2019,Entre 62 a 70 anos,Rondolândia,Mato Grosso
59653,25/06/2021,Entre 28 a 36 anos,Selvíria,Mato Grosso do Sul
59665,08/04/2019,Entre 37 a 49 anos,Novo Repartimento,Pará
59715,25/04/2021,Entre 10 a 15 anos,Branquinha,Alagoas
59751,28/06/2020,Entre 28 a 36 anos,Novo Tiradentes,Rio Grande do Sul
59765,08/11/2020,Entre 10 a 15 anos,Japaratuba,Sergipe
59912,21/09/2019,Entre 22 a 27 anos,Mesquita,Minas Gerais
60003,13/10/2019,Mais de 70 anos,Várzea Nova,Bahia
60071,27/12/2018,Entre 37 a 49 anos,Galinhos,Rio Grande do Norte
60148,05/12/2019,Entre 10 a 15 anos,Boqueirão do Piauí,Piauí
60201,06/07/2020,Entre 16 a 21 anos,Tio Hugo,Rio Grande do Sul
60228,17/03/2020,Mais de 70 anos,Sarapuí,São Paulo
60293,09/09/2018,Entre 22 a 27 anos,Armazém,Santa Catarina
60298,31/07/2019,Entre 28 a 36 anos,Capão Bonito,São Paulo
60312,20/04/2020,Entre 10 a 15 anos,Madeiro,Piauí
60355,13/05/2019,Entre 62 a 70 anos,Ipaba,Minas Gerais
60374,19/06/2021,Entre 37 a 49 anos,Ponte Alta do Bom Jesus,Tocantins
60409,19/03/2020,Entre 37 a 49 anos,Rolante,Rio Grande do Sul
60487,19/04/2021,Entre 16 a 21 anos,Indiaporã,São Paulo
60537,17/07/2019,Entre 16 a 21 anos,Lindóia do Sul,Santa Catarina
60550,28/06/2021,Entre 37 a 49 anos,Recife,Pernambuco
60577,09/03/2020,Entre 37 a 49 anos,Rio Bananal,Espírito Santo
60805,22/10/2018,Entre 50 a 61 anos,São Pedro da Aldeia,Rio de Janeiro
60855,08/02/2020,Entre 50 a 61 anos,Jaraguá do Sul,Santa Catarina
60909,31/05/2020,Entre 50 a 61 anos,Erval Grande,Rio Grande do Sul
60924,25/06/2021,Entre 62 a 70 anos,Piracuruca,Piauí
60944,20/03/2020,Entre 10 a 15 anos,Santana de Mangueira,Paraíba
60978,28/05/2021,Mais de 70 anos,Alenquer,Pará
60988,12/01/2018,Entre 50 a 61 anos,João Dourado,Bahia
60992,27/06/2019,Entre 28 a 36 anos,São Vicente Férrer,Pernambuco
61012,15/06/2021,Entre 16 a 21 anos,Ilha Comprida,São Paulo
61124,31/01/2018,Entre 62 a 70 anos,Taió,Santa Catarina
61419,28/08/2019,Mais de 70 anos,Serra dos Aimorés,Minas Gerais
61501,05/05/2019,Entre 16 a 21 anos,Saboeiro,Ceará
61510,19/01/2018,Entre 28 a 36 anos,Atalaia do Norte,Amazonas
61518,16/03/2018,Entre 10 a 15 anos,Planaltina,Goiás
61587,05/01/2020,Entre 50 a 61 anos,Pratápolis,Minas Gerais
61589,02/04/2021,Entre 22 a 27 anos,Itumbiara,Goiás
61605,01/05/2021,Entre 10 a 15 anos,Nova Santa Rosa,Paraná
61636,05/06/2021,Entre 16 a 21 anos,São Félix de Minas,Minas Gerais
61662,15/07/2020,Entre 28 a 36 anos,Avelino Lopes,Piauí
61725,14/12/2019,Entre 50 a 61 anos,Marzagão,Goiás
61729,29/04/2021,Entre 37 a 49 anos,Paraopeba,Minas Gerais
61762,12/08/2018,Entre 37 a 49 anos,Cotia,São Paulo
61799,25/11/2020,Entre 22 a 27 anos,Quijingue,Bahia
61864,18/04/2019,Entre 28 a 36 anos,Matrinchã,Goiás
61879,23/04/2019,Entre 37 a 49 anos,Vieirópolis,Paraíba
61919,04/10/2018,Entre 16 a 21 anos,Rosário do Catete,Sergipe
62013,02/03/2019,Entre 62 a 70 anos,Rancho Queimado,Santa Catarina
62016,20/06/2021,Entre 62 a 70 anos,Palmeiras,Bahia
62025,24/09/2020,Entre 10 a 15 anos,Belmonte,Bahia
62067,11/04/2019,Entre 37 a 49 anos,Pilões,Paraíba
62096,18/03/2019,Mais de 70 anos,Canápolis,Minas Gerais
62168,10/07/2018,Entre 28 a 36 anos,Morro da Garça,Minas Gerais
62300,28/08/2018,Mais de 70 anos,Santana do Deserto,Minas Gerais
62461,18/11/2020,Entre 16 a 21 anos,Duque Bacelar,Maranhão
62489,31/05/2019,Entre 16 a 21 anos,Conde,Bahia
62541,30/05/2018,Entre 16 a 21 anos,Ibimirim,Pernambuco
62574,25/02/2019,Entre 50 a 61 anos,Alto Alegre dos Parecis,Rondônia
62577,19/06/2018,Entre 22 a 27 anos,Uniflor,Paraná
62581,08/05/2020,Entre 50 a 61 anos,Araguatins,Tocantins
62584,06/12/2019,Entre 50 a 61 anos,Bonfim,Minas Gerais
62726,08/10/2019,Entre 50 a 61 anos,Propriá,Sergipe
62727,23/10/2018,Entre 10 a 15 anos,Candelária,Rio Grande do Sul
62772,09/11/2018,Entre 37 a 49 anos,Caracaraí,Roraima
62803,26/03/2021,Entre 37 a 49 anos,Cacoal,Rondônia
62892,28/04/2020,Entre 22 a 27 anos,Engenho Velho,Rio Grande do Sul
62931,13/08/2019,Entre 16 a 21 anos,Presidente Dutra,Maranhão
63094,14/07/2021,Entre 10 a 15 anos,Taguatinga,Tocantins
63095,20/03/2021,Entre 22 a 27 anos,Areia Branca,Rio Grande do Norte
63103,28/08/2020,Entre 37 a 49 anos,Marumbi,Paraná
63123,23/03/2018,Entre 16 a 21 anos,Panelas,Pernambuco
63154,20/03/2018,Entre 16 a 21 anos,Jaguaré,Espírito Santo
63155,07/07/2021,Entre 62 a 70 anos,Marataízes,Espírito Santo
63176,22/05/2021,Entre 16 a 21 anos,Joaquim Nabuco,Pernambuco
63192,19/01/2021,Entre 16 a 21 anos,Apodi,Rio Grande do Norte
63238,23/06/2020,Entre 62 a 70 anos,Campo Bom,Rio Grande do Sul
63336,28/07/2018,Entre 10 a 15 anos,Matinha,Maranhão
63371,21/06/2020,Mais de 70 anos,Conceição do Araguaia,Pará
63395,23/02/2021,Entre 22 a 27 anos,Nazaré do Piauí,Piauí
63473,20/03/2018,Entre 50 a 61 anos,Ubajara,Ceará
63523,05/09/2020,Entre 28 a 36 anos,Matias Barbosa,Minas Gerais
63590,15/03/2018,Entre 22 a 27 anos,Pedra Lavrada,Paraíba
63594,07/12/2020,Entre 16 a 21 anos,Arauá,Sergipe
63640,07/03/2020,Entre 22 a 27 anos,Pedras de Fogo,Paraíba
63689,04/01/2020,Mais de 70 anos,Barrolândia,Tocantins
63707,24/02/2018,Entre 22 a 27 anos,Modelo,Santa Catarina
63756,26/04/2019,Entre 28 a 36 anos,Tutóia,Maranhão
63806,30/08/2019,Entre 62 a 70 anos,Divinolândia de Minas,Minas Gerais
63826,14/09/2018,Entre 62 a 70 anos,Martinópolis,São Paulo
63830,05/02/2019,Entre 10 a 15 anos,Rubiataba,Goiás
63866,22/03/2021,Entre 62 a 70 anos,Cotegipe,Bahia
63943,19/02/2018,Entre 10 a 15 anos,Severiano Melo,Rio Grande do Norte
64012,03/10/2020,Entre 28 a 36 anos,Imbuia,Santa Catarina
64082,29/01/2018,Mais de 70 anos,Carmo da Mata,Minas Gerais
64099,17/08/2020,Entre 16 a 21 anos,Rio Novo do Sul,Espírito Santo
64101,09/07/2020,Mais de 70 anos,Oriximiná,Pará
64201,25/08/2018,Entre 37 a 49 anos,São José do Rio Pardo,São Paulo
64255,01/07/2020,Entre 16 a 21 anos,Presidente Juscelino,Minas Gerais
64288,27/06/2020,Entre 37 a 49 anos,Simão Pereira,Minas Gerais
64297,17/03/2019,Mais de 70 anos,Sinimbu,Rio Grande do Sul
64350,06/10/2020,Mais de 70 anos,Anagé,Bahia
64559,03/03/2019,Entre 22 a 27 anos,Liberato Salzano,Rio Grande do Sul
64566,03/04/2018,Entre 22 a 27 anos,Veredinha,Minas Gerais
64587,08/02/2018,Entre 28 a 36 anos,Salesópolis,São Paulo
64638,07/07/2018,Entre 28 a 36 anos,Fazenda Vilanova,Rio Grande do Sul
64684,25/03/2021,Entre 22 a 27 anos,Taiúva,São Paulo
64729,11/05/2019,Entre 22 a 27 anos,Iraí de Minas,Minas Gerais
64765,20/04/2018,Entre 16 a 21 anos,Rio de Janeiro,Rio de Janeiro
64805,07/07/2019,Mais de 70 anos,Baldim,Minas Gerais
64817,11/05/2021,Entre 37 a 49 anos,Matias Olímpio,Piauí
64889,08/08/2019,Entre 50 a 61 anos,Ivorá,Rio Grande do Sul
65057,14/06/2019,Entre 16 a 21 anos,Colônia Leopoldina,Alagoas
65162,12/07/2020,Entre 10 a 15 anos,Chapadinha,Maranhão
65219,11/06/2018,Entre 50 a 61 anos,Naviraí,Mato Grosso do Sul
65312,30/06/2018,Entre 37 a 49 anos,Fernão,São Paulo
65326,25/01/2021,Entre 37 a 49 anos,Jaraguá do Sul,Santa Catarina
65332,23/02/2020,Entre 28 a 36 anos,Passa Tempo,Minas Gerais
65410,06/04/2021,Entre 16 a 21 anos,Embu-Guaçu,São Paulo
65417,25/06/2020,Entre 50 a 61 anos,Erechim,Rio Grande do Sul
65438,11/01/2018,Entre 10 a 15 anos,Rebouças,Paraná
65467,29/07/2019,Entre 16 a 21 anos,Baliza,Goiás
65485,06/09/2020,Mais de 70 anos,Buriti Bravo,Maranhão
65508,07/05/2019,Entre 28 a 36 anos,Divina Pastora,Sergipe
65511,27/09/2019,Mais de 70 anos,Neves Paulista,São Paulo
65515,22/04/2021,Entre 50 a 61 anos,Biguaçu,Santa Catarina
65528,05/02/2018,Entre 16 a 21 anos,Gentio do Ouro,Bahia
65597,26/09/2018,Entre 16 a 21 anos,Guarantã,São Paulo
65656,30/11/2018,Entre 10 a 15 anos,Palmas,Tocantins
65690,23/07/2019,Mais de 70 anos,Galinhos,Rio Grande do Norte
65754,29/02/2020,Mais de 70 anos,Chapada dos Guimarães,Mato Grosso
65760,25/12/2018,Mais de 70 anos,Barras,Piauí
65764,03/12/2019,Entre 22 a 27 anos,Veranópolis,Rio Grande do Sul
65859,02/01/2018,Entre 50 a 61 anos,Manoel Emídio,Piauí
65882,10/09/2020,Entre 16 a 21 anos,Tacaimbó,Pernambuco
65891,04/03/2019,Entre 22 a 27 anos,Colônia do Piauí,Piauí
65985,24/11/2018,Entre 62 a 70 anos,São Salvador do Tocantins,Tocantins
66050,08/06/2021,Entre 22 a 27 anos,Herveiras,Rio Grande do Sul
66127,12/01/2019,Entre 22 a 27 anos,Porto Velho,Rondônia
66173,19/02/2021,Entre 62 a 70 anos,São José dos Pinhais,Paraná
66200,08/04/2019,Mais de 70 anos,Rio dos Bois,Tocantins
66240,20/08/2019,Entre 37 a 49 anos,Guaranésia,Minas Gerais
66250,30/05/2019,Entre 28 a 36 anos,Catende,Pernambuco
66271,12/11/2018,Entre 22 a 27 anos,Touros,Rio Grande do Norte
66285,10/02/2021,Entre 16 a 21 anos,Rio Branco,Acre
66375,02/05/2018,Entre 50 a 61 anos,Pedras de Fogo,Paraíba
66395,11/06/2018,Entre 37 a 49 anos,Ielmo Marinho,Rio Grande do Norte
66406,12/04/2020,Entre 16 a 21 anos,Wenceslau Braz,Minas Gerais
66468,10/08/2018,Mais de 70 anos,Areal,Rio de Janeiro
66507,17/04/2021,Mais de 70 anos,Nova Canaã,Bahia
66525,28/08/2020,Entre 22 a 27 anos,Mamborê,Paraná
66626,03/04/2021,Entre 50 a 61 anos,Itaguaçu,Espírito Santo
66682,25/12/2019,Entre 62 a 70 anos,Feira Grande,Alagoas
66694,21/05/2018,Mais de 70 anos,Oliveira dos Brejinhos,Bahia
66730,21/05/2021,Entre 22 a 27 anos,Guaiúba,Ceará
66768,25/05/2018,Entre 22 a 27 anos,Capoeiras,Pernambuco
66800,25/04/2018,Entre 62 a 70 anos,Floriano Peixoto,Rio Grande do Sul
66879,31/03/2021,Entre 22 a 27 anos,Pedras Grandes,Santa Catarina
66942,17/08/2019,Entre 16 a 21 anos,Caratinga,Minas Gerais
67054,16/01/2019,Mais de 70 anos,Monteiro,Paraíba
67102,26/03/2019,Entre 37 a 49 anos,Arabutã,Santa Catarina
67264,03/01/2018,Entre 28 a 36 anos,Santa Maria Madalena,Rio de Janeiro
67325,03/05/2020,Entre 10 a 15 anos,Extrema,Minas Gerais
67345,18/06/2019,Entre 10 a 15 anos,Tenório,Paraíba
67360,20/07/2020,Entre 50 a 61 anos,Belmonte,Bahia
67411,22/12/2019,Entre 10 a 15 anos,Mimoso do Sul,Espírito Santo
67489,24/09/2019,Entre 16 a 21 anos,São João da Varjota,Piauí
67490,02/06/2021,Entre 28 a 36 anos,Nova Nazaré,Mato Grosso
67529,25/01/2020,Entre 50 a 61 anos,José da Penha,Rio Grande do Norte
67544,28/04/2019,Entre 50 a 61 anos,Santa Luzia do Paruá,Maranhão
67625,28/12/2020,Entre 37 a 49 anos,Araújos,Minas Gerais
67737,07/10/2018,Entre 62 a 70 anos,Abreulândia,Tocantins
67782,14/08/2019,Entre 10 a 15 anos,Vespasiano Corrêa,Rio Grande do Sul
67789,12/03/2021,Entre 62 a 70 anos,Monte Alegre de Minas,Minas Gerais
67804,07/01/2018,Entre 22 a 27 anos,Catuji,Minas Gerais
